,no_protease,c_0.000M,c_0.421M,c_0.842M,c_1.263M,c_1.684M,c_2.105M,c_2.526M,c_2.947M,c_3.368M,c_3.789M,c_4.211M,c_4.632M,c_5.053M,c_5.474M,c_5.895M,c_6.316M,c_6.737M,c_7.158M,c_7.579M,c_8.000M
prot_002460,89,72,126,120,118,79,167,159,186,243,281,356,326,316,309,199,88,27,12,0,16
prot_002461,34,34,56,39,50,26,63,61,60,104,98,116,120,101,108,98,61,45,24,20,20
prot_002462,57,14,11,3,3,0,0,0,0,1,0,0,8,0,1,1,2,1,0,0,11
prot_002463,99,77,138,133,155,92,186,177,173,158,93,79,17,15,10,4,1,0,18,7,0
prot_002464,133,67,107,48,25,11,2,1,1,0,0,0,4,0,0,0,6,3,4,0,8
prot_002465,76,67,93,83,126,79,129,133,151,188,216,262,256,266,277,205,157,80,40,29,17
prot_002466,52,46,70,75,80,54,97,101,107,110,96,118,36,15,4,7,4,3,12,7,1
prot_002467,29,30,34,29,44,27,42,39,41,27,5,7,1,0,0,1,0,0,2,3,5
prot_002468,119,99,150,160,178,118,213,266,235,234,252,227,118,78,43,60,13,5,11,5,0
prot_002469,131,101,169,138,150,69,80,34,12,8,15,5,1,2,4,12,1,6,0,0,0
prot_002470,25,20,34,31,36,20,27,26,16,8,7,1,1,0,0,0,0,0,0,4,0
prot_002471,28,19,35,49,43,21,53,66,56,78,98,127,97,139,177,169,164,97,70,43,28
prot_002472,78,75,123,115,102,83,173,147,149,138,121,57,18,3,4,8,3,0,0,0,0
prot_002473,84,60,116,119,132,87,120,67,37,20,7,0,3,0,0,7,1,15,0,14,0
prot_002474,45,34,62,34,40,19,29,13,4,2,2,2,0,0,0,1,0,0,3,5,0
prot_002475,73,6,3,0,0,0,1,0,0,0,5,0,0,2,0,14,1,1,5,7,0
prot_002476,51,16,5,1,2,0,0,0,0,0,0,1,0,1,0,0,3,0,6,0,0
prot_002477,83,41,40,17,5,0,1,0,1,0,0,0,0,2,0,0,0,9,9,0,0
prot_002478,57,49,59,78,78,25,27,10,3,3,1,0,2,0,0,3,0,4,2,8,0
prot_002479,70,59,108,83,118,70,147,154,124,194,200,250,256,298,354,310,173,89,30,33,2
prot_002480,65,49,93,72,93,54,109,69,56,21,13,3,0,2,1,0,3,0,2,0,0
prot_002481,56,40,51,34,32,5,4,9,1,0,0,0,0,0,0,0,0,0,7,0,0
prot_002482,20,9,3,1,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,6
prot_002483,61,43,76,59,73,34,24,15,4,2,0,0,1,0,5,0,0,2,4,7,4
prot_002484,106,71,137,141,159,89,184,201,216,269,312,377,408,506,663,814,616,425,253,215,80
prot_002485,95,73,141,125,135,86,130,111,63,35,19,17,7,0,8,12,0,0,16,0,0
prot_002486,60,45,85,78,103,66,132,124,117,153,165,199,96,65,41,16,0,2,7,0,2
prot_002487,122,93,185,156,168,108,247,239,235,319,356,445,425,316,163,127,67,35,11,6,7
prot_002488,111,31,22,5,6,1,2,0,2,3,0,4,1,0,0,1,0,3,7,0,0
prot_002489,167,138,241,214,287,168,347,304,309,342,351,266,124,55,47,11,0,17,0,0,0
prot_002490,183,119,246,238,257,206,377,359,363,450,500,725,716,889,1173,1529,1757,1340,1114,1004,434
prot_002491,82,77,101,91,120,72,68,47,17,7,4,2,0,0,2,0,0,0,0,0,10
prot_002492,64,6,7,1,1,0,0,0,0,0,1,2,0,0,3,2,0,0,1,11,0
prot_002493,64,47,102,91,93,87,145,142,123,158,177,254,254,313,408,570,642,684,850,1314,1051
prot_002494,89,74,121,124,160,98,153,177,180,224,258,354,321,314,300,222,111,40,21,5,27
prot_002495,121,113,171,152,202,136,231,242,225,246,195,257,135,97,58,53,33,15,8,0,0
prot_002496,45,50,64,62,49,41,90,92,76,65,38,28,10,5,1,3,0,1,6,0,6
prot_002497,78,45,51,34,14,4,4,0,0,0,0,0,0,0,0,0,0,9,0,0,3
prot_002498,46,32,61,53,70,53,99,94,83,133,121,199,144,236,234,190,103,48,21,0,20
prot_002499,65,68,86,72,87,65,112,67,54,29,13,9,9,0,0,0,0,0,0,0,0
prot_002500,74,5,1,1,1,0,0,0,0,0,0,1,0,0,3,0,1,3,0,10,0
prot_002501,97,85,149,107,149,94,181,169,193,257,250,337,317,370,490,543,392,287,195,143,83
prot_002502,165,123,223,182,236,175,334,329,326,422,465,712,562,707,672,476,220,95,51,25,12
prot_002503,103,83,145,119,177,102,187,224,209,260,309,440,386,464,682,988,1071,1185,1483,2489,2095
prot_002504,55,41,47,29,17,7,1,1,0,0,1,2,0,1,2,5,6,0,6,1,0
prot_002505,56,4,4,1,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,4
prot_002506,66,58,78,80,109,58,144,121,136,145,154,115,21,6,1,3,3,2,0,18,0
prot_002507,59,40,83,74,91,63,109,113,144,154,170,233,213,260,368,453,609,519,471,451,172
prot_002508,92,84,131,100,140,106,148,83,29,14,9,0,2,1,2,6,0,0,0,0,0
prot_002509,31,23,49,45,38,35,62,56,49,38,23,14,1,0,0,3,1,0,0,0,0
prot_002510,69,62,87,102,80,74,128,113,68,36,19,8,8,6,0,5,0,5,2,0,0
prot_002511,63,48,62,74,77,47,86,53,26,8,9,9,0,2,0,0,0,0,2,1,0
prot_002512,55,7,10,7,1,0,0,0,1,3,0,0,0,0,3,3,5,0,0,7,0
prot_002513,72,17,10,1,0,0,0,3,0,1,0,0,0,1,0,6,6,0,2,0,8
prot_002514,120,86,82,54,30,16,8,3,1,0,2,3,0,0,0,6,0,6,11,17,0
prot_002515,118,96,170,144,163,113,203,246,200,273,356,457,458,456,689,959,806,606,537,549,234
prot_002516,53,8,14,3,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0
prot_002517,90,44,74,54,46,4,10,3,0,5,1,0,0,2,0,0,0,2,13,0,0
prot_002518,43,31,66,61,68,32,84,77,57,57,44,30,14,8,5,2,2,0,0,0,0
prot_002519,75,52,66,25,16,5,6,0,0,0,1,0,0,0,0,3,0,0,2,10,6
prot_002520,80,31,20,12,7,7,1,1,0,0,2,5,0,0,0,0,11,0,0,7,8
prot_002521,136,107,188,202,205,156,272,242,238,223,192,156,57,39,32,6,6,4,1,32,0
prot_002522,121,104,165,138,109,24,10,4,0,1,0,0,0,0,0,0,0,0,0,0,1
prot_002523,92,74,101,141,142,82,167,173,189,183,170,161,84,42,19,11,0,0,8,0,3
prot_002524,50,36,69,63,80,46,92,99,95,112,146,186,197,281,292,446,388,310,253,208,96
prot_002525,130,43,35,15,9,1,1,2,0,1,3,0,2,4,0,0,9,0,0,0,0
prot_002526,65,52,80,72,94,66,125,131,120,161,183,231,245,240,263,310,126,60,30,11,5
prot_002527,87,65,133,115,119,92,152,173,183,179,284,347,334,433,579,697,876,881,1171,1253,830
prot_002528,71,65,77,87,115,68,127,144,142,202,198,263,215,170,155,89,34,9,0,0,17
prot_002529,170,148,256,209,274,166,325,367,300,315,238,188,85,31,4,4,3,22,0,0,0
prot_002530,57,49,86,69,91,61,130,126,111,132,166,204,186,213,193,206,160,89,65,56,38
prot_002531,108,69,140,133,154,117,185,165,72,45,7,9,0,6,3,0,2,0,0,1,0
prot_002532,80,80,107,95,115,71,163,147,150,110,62,19,4,3,0,0,0,2,0,0,1
prot_002533,96,1,4,0,2,2,0,0,0,0,0,0,0,0,3,3,0,3,0,4,0
prot_002534,133,113,181,164,239,127,297,240,291,369,381,523,525,612,830,1212,1399,1382,1931,2672,2361
prot_002535,29,23,37,44,53,27,55,55,37,55,25,9,7,4,0,4,0,0,2,0,0
prot_002536,73,54,85,88,112,75,168,146,148,198,242,268,278,360,452,546,676,528,569,400,209
prot_002537,47,41,60,63,50,13,3,2,2,0,1,0,0,0,0,7,2,0,0,0,7
prot_002538,87,2,3,2,0,0,0,0,1,2,0,3,0,0,0,0,0,3,0,0,9
prot_002539,101,86,124,153,134,80,89,47,22,9,0,0,0,5,0,0,0,0,3,0,9
prot_002540,60,43,80,65,104,71,125,102,92,77,55,34,17,12,6,0,5,0,0,0,14
prot_002541,67,64,86,91,95,59,94,49,22,14,0,2,0,0,0,2,0,2,1,0,0
prot_002542,86,63,125,76,60,15,5,3,2,2,1,3,0,5,1,3,0,4,0,15,9
prot_002543,42,30,32,40,20,6,2,4,2,1,0,0,0,4,0,4,2,0,1,1,0
prot_002544,94,68,164,105,152,129,170,140,77,56,42,18,8,6,6,0,3,0,4,5,0
prot_002545,52,46,78,49,49,20,17,3,2,0,0,1,0,0,2,7,0,0,2,9,0
prot_002546,103,84,136,148,153,108,218,227,197,273,301,446,371,508,717,990,1010,1093,1050,1383,815
prot_002547,64,27,26,20,6,3,2,0,0,1,0,0,0,0,0,0,0,16,2,0,2
prot_002548,61,47,75,75,69,26,39,27,15,9,2,5,0,3,0,5,1,0,9,2,0
prot_002549,56,42,59,47,32,6,2,2,2,0,0,0,0,0,0,0,4,4,1,0,0
prot_002550,63,45,86,74,83,58,98,103,83,46,23,18,8,3,0,0,4,0,0,8,0
prot_002551,134,96,201,162,211,119,205,108,37,5,2,0,5,0,0,10,0,0,0,0,0
prot_002552,106,88,144,149,160,125,215,234,216,231,282,214,136,72,47,28,1,4,3,0,6
prot_002553,57,45,66,77,76,56,119,129,126,139,173,219,224,257,367,502,621,642,903,1254,1116
prot_002554,53,42,71,57,54,33,37,24,15,12,12,3,1,3,5,2,0,13,3,0,0
prot_002555,111,96,143,135,181,126,210,105,50,10,2,0,4,0,0,9,0,0,0,0,9
prot_002556,43,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,0,0
prot_002557,87,58,78,54,34,7,10,2,0,0,1,0,3,0,0,12,6,1,1,0,14
prot_002558,51,38,69,52,63,52,72,38,21,13,4,1,0,0,0,0,3,1,0,0,0
prot_002559,60,6,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,7,0,5
prot_002560,100,69,146,139,150,102,228,198,191,226,264,278,196,118,90,76,27,18,3,11,1
prot_002561,59,57,90,61,85,56,124,98,83,39,11,7,5,0,0,0,0,0,0,0,0
prot_002562,122,103,183,172,203,126,247,242,224,290,294,296,154,89,40,8,13,9,7,0,3
prot_002563,211,178,294,257,326,200,422,369,339,283,203,138,79,26,19,0,0,39,0,0,12
prot_002564,98,86,134,122,142,93,154,195,174,249,265,306,199,165,157,130,66,23,25,0,3
prot_002565,66,58,80,89,82,51,56,46,17,8,10,8,2,1,0,1,0,0,0,0,0
prot_002566,109,5,6,3,2,0,0,0,1,4,1,0,0,4,0,4,0,3,12,9,0
prot_002567,53,9,1,0,0,0,1,0,0,0,0,0,1,1,0,4,0,2,4,1,0
prot_002568,126,82,164,133,187,125,212,259,216,267,335,290,173,107,79,52,11,0,0,0,17
prot_002569,52,29,76,62,89,49,123,108,98,137,174,232,208,255,360,494,538,620,776,1186,912
prot_002570,183,9,3,1,4,2,1,0,2,4,1,1,7,0,10,0,0,9,0,8,0
prot_002571,51,50,67,65,74,54,88,78,68,42,24,9,1,2,0,0,0,0,7,3,0
prot_002572,115,97,133,124,161,100,210,238,261,308,316,426,446,466,732,791,864,463,422,291,157
prot_002573,46,46,56,53,60,47,92,101,106,97,136,155,159,118,74,66,23,13,5,0,3
prot_002574,73,63,103,88,121,67,123,78,35,13,5,5,3,4,0,2,0,0,6,0,0
prot_002575,54,54,86,74,91,58,100,120,104,117,70,59,25,12,5,2,1,0,1,0,0
prot_002576,48,44,70,58,82,50,96,99,89,143,133,178,146,163,122,126,50,20,10,12,0
prot_002577,104,78,137,126,185,107,213,205,220,258,282,428,385,478,653,813,773,582,292,206,114
prot_002578,47,9,19,5,5,1,0,0,0,1,0,0,0,0,0,1,3,0,0,1,1
prot_002579,60,57,73,69,93,62,146,108,119,141,186,253,207,271,387,490,435,305,218,195,65
prot_002580,59,3,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,7,13,21,11
prot_002581,91,78,114,113,136,110,173,195,182,252,254,381,351,414,589,713,715,621,515,438,179
prot_002582,110,10,6,1,0,0,0,0,1,5,0,0,0,0,0,9,0,8,14,38,0
prot_002583,132,74,54,32,11,4,0,0,0,1,0,0,1,0,0,0,0,0,0,39,0
prot_002584,54,2,2,0,0,0,0,0,0,0,0,1,2,0,1,2,5,1,2,0,0
prot_002585,131,92,191,190,168,128,232,208,183,161,136,111,64,53,36,24,17,7,16,3,0
prot_002586,54,46,65,61,58,25,35,15,9,6,5,2,2,0,0,0,0,0,5,1,8
prot_002587,57,26,16,6,1,0,1,0,1,0,0,2,0,0,1,0,0,0,15,2,13
prot_002588,54,43,79,66,82,48,51,29,11,1,0,1,2,1,0,4,0,0,2,0,0
prot_002589,79,62,110,114,82,28,12,11,1,0,0,0,0,0,1,8,0,7,0,0,6
prot_002590,74,56,101,99,99,72,174,148,141,196,194,286,217,227,176,103,30,25,11,0,15
prot_002591,52,44,91,73,82,49,98,105,121,149,140,212,180,253,310,359,418,193,137,68,20
prot_002592,102,86,150,133,158,117,208,197,202,280,304,381,318,269,287,279,147,81,36,28,39
prot_002593,22,6,3,0,0,2,1,0,0,0,0,0,0,0,1,0,2,0,0,3,8
prot_002594,78,46,102,61,63,23,12,7,3,0,0,0,0,2,0,1,1,3,2,3,11
prot_002595,47,29,70,56,69,40,73,93,98,121,152,154,187,215,286,388,386,277,207,139,78
prot_002596,47,10,5,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0
prot_002597,56,41,64,81,88,53,55,32,20,9,2,0,3,0,0,2,0,1,0,0,0
prot_002598,117,76,137,149,171,143,194,232,218,299,342,444,425,249,187,90,42,19,27,32,15
prot_002599,88,70,104,112,144,103,157,174,173,191,257,347,326,401,530,726,935,954,1350,1900,1809
prot_002600,88,67,105,98,73,16,5,0,0,0,1,0,0,0,2,2,1,2,0,10,0
prot_002601,55,45,74,68,79,62,120,115,109,115,147,170,98,101,46,28,11,5,0,5,0
prot_002602,125,107,181,155,155,102,132,67,25,11,9,0,0,3,0,0,0,18,22,8,0
prot_002603,156,116,199,222,225,180,287,304,309,363,405,298,158,77,25,4,0,0,14,0,0
prot_002604,67,2,2,0,0,0,0,0,1,0,2,0,1,0,1,1,0,8,0,3,9
prot_002605,47,13,14,6,2,1,0,0,2,0,0,0,2,1,3,0,0,0,0,0,0
prot_002606,60,55,72,82,78,63,130,110,87,55,30,18,9,3,0,3,1,3,0,2,1
prot_002607,91,61,75,44,35,14,5,6,2,1,2,0,0,0,0,0,0,2,3,0,0
prot_002608,58,62,68,74,97,54,94,116,122,112,149,194,157,144,104,78,38,12,4,8,14
prot_002609,47,41,63,61,47,19,15,11,2,1,0,1,0,0,0,1,1,0,0,3,0
prot_002610,63,44,76,63,95,53,109,107,116,162,210,267,216,280,327,413,309,184,100,92,19
prot_002611,67,59,108,80,101,70,115,138,124,145,171,146,55,24,15,0,0,1,0,16,1
prot_002612,54,37,73,75,77,49,78,28,28,5,9,0,0,0,2,2,0,0,0,0,2
prot_002613,81,76,116,120,115,100,180,154,167,202,243,320,219,246,191,119,117,36,10,19,14
prot_002614,98,72,105,62,38,10,3,5,0,0,0,0,0,1,1,0,14,0,1,0,0
prot_002615,65,55,81,103,112,64,137,123,97,128,119,125,92,64,64,41,28,17,15,10,0
prot_002616,51,28,28,16,9,3,1,3,0,0,0,1,2,0,0,0,3,4,0,0,0
prot_002617,121,111,164,153,182,123,214,263,265,323,359,472,421,427,499,362,175,72,58,17,1
prot_002618,50,34,70,78,81,53,94,93,105,114,119,139,90,40,24,11,1,1,7,3,0
prot_002619,108,81,152,144,171,116,216,186,207,259,344,408,371,539,609,547,401,173,85,40,10
prot_002620,99,81,125,112,145,107,194,219,198,227,255,260,159,69,42,19,0,5,8,0,0
prot_002621,80,73,115,108,139,91,173,148,173,208,230,308,244,312,326,232,147,48,28,7,0
prot_002622,140,78,112,64,32,15,15,3,0,1,3,0,0,1,3,0,17,0,0,3,8
prot_002623,59,42,73,60,78,52,145,120,136,139,185,215,202,254,361,473,491,331,215,210,72
prot_002624,54,51,69,88,91,56,84,86,54,56,20,26,3,3,0,0,0,5,0,11,0
prot_002625,71,58,88,89,98,68,96,73,44,19,7,6,4,4,1,0,0,0,12,16,15
prot_002626,297,252,409,378,450,288,486,305,78,69,4,26,3,4,1,2,7,0,0,0,36
prot_002627,90,66,111,98,122,58,78,36,24,19,5,4,1,0,0,1,0,0,0,7,2
prot_002628,106,74,111,85,33,20,23,1,4,0,1,0,0,0,0,0,2,0,11,0,7
prot_002629,91,49,91,44,16,2,4,3,0,0,0,0,0,0,0,2,0,2,4,0,0
prot_002630,63,6,11,1,0,0,1,0,2,0,2,0,0,1,3,0,0,2,1,0,14
prot_002631,119,97,160,157,161,108,224,216,152,161,89,47,25,9,5,8,11,0,0,0,5
prot_002632,33,31,50,52,63,32,72,67,57,82,96,136,122,168,198,187,141,105,59,38,7
prot_002633,72,54,88,99,109,62,161,136,106,87,50,18,10,6,10,0,2,0,0,18,0
prot_002634,95,79,151,128,153,83,180,152,154,129,90,53,33,9,6,5,0,0,4,0,0
prot_002635,108,89,140,129,164,95,201,138,102,66,34,35,12,8,6,0,4,0,3,0,10
prot_002636,49,38,63,73,78,38,45,17,8,4,0,3,2,3,0,0,0,0,3,0,0
prot_002637,50,21,26,15,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0
prot_002638,52,48,76,48,86,58,111,106,116,119,126,194,76,57,23,10,10,2,0,13,0
prot_002639,91,46,54,19,1,0,3,0,0,0,0,0,0,1,0,1,5,2,0,5,20
prot_002640,79,61,110,72,125,68,138,137,83,61,29,3,0,2,6,5,1,1,0,12,0
prot_002641,49,33,62,54,85,54,97,70,89,122,125,89,28,14,9,4,0,8,2,2,0
prot_002642,166,134,165,214,252,162,347,346,291,347,281,246,171,90,58,43,39,5,10,10,0
prot_002643,96,72,147,112,131,112,187,171,192,225,285,324,320,340,269,201,110,64,17,6,3
prot_002644,92,79,108,75,68,25,21,7,3,1,3,1,1,0,2,0,4,0,5,12,0
prot_002645,58,56,98,72,86,51,118,120,129,146,198,226,212,267,368,433,453,284,268,188,78
prot_002646,123,107,149,129,189,129,262,260,232,313,366,529,437,506,693,785,679,507,466,273,155
prot_002647,97,74,113,128,143,90,178,189,187,241,286,363,331,465,446,393,191,116,54,12,38
prot_002648,159,132,182,202,251,158,317,332,295,333,256,189,67,19,16,4,0,21,0,0,1
prot_002649,49,35,66,73,67,62,98,97,86,122,132,180,193,227,256,197,131,58,49,25,13
prot_002650,42,41,64,45,65,39,75,76,68,106,131,174,175,195,273,382,379,439,600,909,707
prot_002651,62,58,88,60,116,59,83,80,61,40,34,26,13,8,10,1,0,0,5,19,3
prot_002652,100,84,160,127,153,113,190,226,192,177,138,52,14,6,2,3,10,0,6,0,4
prot_002653,60,60,72,84,92,47,112,132,112,163,199,139,122,90,43,20,8,7,1,2,16
prot_002654,120,101,176,159,186,118,204,185,117,80,61,19,13,11,3,0,0,1,0,1,6
prot_002655,66,58,78,80,95,64,116,145,129,184,200,275,263,283,307,315,214,107,50,28,13
prot_002656,124,109,179,136,96,19,12,3,3,1,1,0,2,1,8,5,0,0,7,5,0
prot_002657,66,40,78,78,87,60,119,124,68,49,14,8,4,1,0,0,4,0,7,1,12
prot_002658,139,34,23,19,8,2,3,3,2,2,0,1,0,4,0,6,1,2,0,7,12
prot_002659,133,83,70,24,5,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,16
prot_002660,55,45,70,76,80,61,103,128,130,139,161,234,218,252,381,463,593,555,702,1118,923
prot_002661,86,66,123,90,131,61,80,48,17,15,13,2,1,1,2,4,0,0,3,0,0
prot_002662,103,97,148,116,132,82,130,97,46,38,25,10,8,5,3,1,0,0,0,8,6
prot_002663,111,84,99,82,43,9,11,7,1,2,3,2,0,0,0,0,7,0,4,14,0
prot_002664,142,115,173,171,193,156,224,167,92,67,25,9,6,0,0,0,0,9,0,0,5
prot_002665,107,90,148,148,175,126,227,186,237,276,319,447,431,514,629,972,1092,1096,1347,2050,1415
prot_002666,84,64,123,112,124,92,175,187,187,198,280,313,273,435,533,582,487,249,207,101,28
prot_002667,108,14,3,4,0,0,0,3,0,1,0,0,0,0,5,0,0,5,0,12,0
prot_002668,46,32,54,68,76,45,99,88,88,90,101,79,52,42,30,10,8,0,1,0,12
prot_002669,66,42,89,85,101,76,129,100,78,72,77,67,24,24,7,6,0,0,0,0,0
prot_002670,55,38,78,71,85,53,130,95,99,116,87,71,36,23,5,7,5,5,0,0,0
prot_002671,76,68,105,91,102,64,78,71,38,25,14,8,5,0,1,0,0,2,0,2,0
prot_002672,106,93,152,133,174,72,129,81,15,28,12,7,3,0,0,0,15,5,3,0,15
prot_002673,79,71,90,89,102,68,131,135,116,92,72,48,19,23,11,15,7,4,4,0,0
prot_002674,30,21,48,38,52,34,57,42,47,28,19,2,1,2,2,0,1,0,0,0,0
prot_002675,49,55,86,55,67,59,71,38,31,16,7,4,6,1,0,1,5,0,0,9,11
prot_002676,106,89,153,121,158,88,211,176,130,141,76,65,22,22,9,5,0,9,0,13,0
prot_002677,74,64,105,72,98,91,152,136,140,197,183,274,270,342,422,553,521,403,332,339,152
prot_002678,115,79,145,132,181,129,240,242,237,328,332,341,280,200,131,84,41,2,3,11,16
prot_002679,51,36,78,57,54,25,43,24,13,12,0,3,1,2,0,4,0,0,1,0,0
prot_002680,77,64,105,89,117,89,150,148,153,178,228,268,249,213,180,144,57,17,6,15,0
prot_002681,87,75,113,113,141,92,164,172,171,225,255,217,115,40,13,16,3,11,0,7,0
prot_002682,115,40,35,17,4,1,4,3,0,0,0,1,0,0,0,0,0,0,21,13,14
prot_002683,53,54,72,72,67,54,112,123,101,137,125,117,92,72,57,42,23,11,16,4,0
prot_002684,101,69,102,60,48,12,8,2,1,3,4,0,0,0,0,12,0,0,9,0,8
prot_002685,139,105,176,171,238,147,290,265,296,356,402,501,429,348,312,190,84,39,44,20,0
prot_002686,22,23,27,11,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
prot_002687,69,60,102,100,109,60,135,124,124,152,142,79,42,13,6,2,3,0,6,0,7
prot_002688,36,27,33,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
prot_002689,39,32,53,56,75,40,75,62,30,26,15,4,3,2,0,8,0,1,8,3,0
prot_002690,81,61,103,133,124,86,160,148,190,208,233,366,299,376,481,673,653,454,425,260,129
prot_002691,89,85,119,78,68,9,6,7,0,2,0,0,1,0,0,0,0,0,0,0,0
prot_002692,98,79,137,134,146,86,195,200,223,235,278,319,203,141,61,46,12,17,5,4,0
prot_002693,131,101,203,159,238,129,234,285,272,307,393,526,506,557,712,721,435,188,75,53,18
prot_002694,94,84,138,107,137,99,194,163,192,219,294,338,321,444,506,442,290,116,61,21,9
prot_002695,103,40,52,23,23,5,2,2,0,0,2,0,3,0,0,0,0,2,0,0,0
prot_002696,40,44,54,50,61,40,71,89,72,101,107,95,90,22,10,8,9,0,0,0,0
prot_002697,120,5,5,0,0,0,1,0,1,0,0,0,2,0,0,0,0,14,5,0,4
prot_002698,13,14,21,15,20,16,14,9,4,3,0,0,2,0,0,0,0,0,0,0,0
prot_002699,146,118,210,174,217,161,306,293,296,329,442,627,554,636,865,926,811,404,286,176,76
prot_002700,134,91,182,181,252,143,281,316,306,357,403,495,411,421,441,318,233,137,83,57,8
prot_002701,104,108,154,143,147,107,171,101,59,17,8,0,1,0,0,8,0,14,0,14,0
prot_002702,214,146,285,239,264,103,109,42,11,7,0,0,0,1,7,0,0,5,0,0,0
prot_002703,29,16,32,26,34,32,55,44,61,77,81,129,106,103,102,56,25,8,2,0,0
prot_002704,89,68,137,92,146,90,170,162,170,221,238,265,169,112,75,32,27,9,0,13,18
prot_002705,95,62,107,136,149,94,152,148,84,71,44,28,9,1,7,0,2,16,2,0,7
prot_002706,84,84,111,94,147,80,167,158,164,199,263,344,339,425,533,768,950,932,1319,1974,1795
prot_002707,51,40,48,33,19,8,5,2,2,1,0,0,0,0,0,0,0,1,1,0,4
prot_002708,105,55,33,19,8,9,5,0,1,0,2,0,1,4,7,0,0,2,0,0,0
prot_002709,114,97,165,156,170,124,244,225,237,283,349,337,304,220,210,115,56,36,11,31,8
prot_002710,60,56,91,84,93,55,115,106,129,137,167,236,249,287,374,386,404,249,170,117,38
prot_002711,63,45,64,32,13,4,3,1,0,0,0,0,0,0,2,0,0,0,0,4,0
prot_002712,46,32,43,29,11,4,4,3,2,1,0,0,0,1,1,0,0,0,0,6,9
prot_002713,51,14,14,4,1,0,0,1,0,2,0,2,0,0,0,5,3,0,0,0,0
prot_002714,112,115,131,162,186,100,211,228,238,274,351,457,425,541,709,965,916,786,581,630,283
prot_002715,121,61,87,53,30,6,8,0,1,0,0,0,0,0,0,0,0,9,3,25,0
prot_002716,115,108,176,141,177,111,193,184,96,56,46,20,6,3,6,0,0,0,14,2,0
prot_002717,113,72,141,136,154,114,226,227,208,304,368,466,406,483,482,361,166,60,16,19,1
prot_002718,118,5,5,0,0,0,2,1,0,0,2,0,0,1,0,0,0,2,0,15,0
prot_002719,62,42,81,76,100,72,131,106,70,81,41,22,8,1,5,4,0,0,1,6,0
prot_002720,89,56,114,121,149,98,170,184,150,183,165,153,86,78,36,41,26,9,15,7,1
prot_002721,130,94,193,181,176,137,248,257,267,340,410,500,492,561,800,1097,926,666,463,467,219
prot_002722,50,38,65,52,38,24,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0
prot_002723,46,41,58,52,86,35,97,77,55,66,44,28,16,11,8,5,1,1,0,0,0
prot_002724,41,10,11,3,1,0,1,0,0,0,0,2,0,3,0,1,0,2,0,0,4
prot_002725,33,26,49,47,54,39,68,70,65,67,64,82,47,19,15,10,10,1,0,9,0
prot_002726,48,42,70,63,69,44,112,100,98,123,150,181,190,189,253,271,215,130,88,87,37
prot_002727,73,27,19,10,5,1,1,0,0,2,0,0,1,1,5,0,1,3,0,7,12
prot_002728,135,121,200,136,129,30,25,4,0,0,0,0,0,2,5,0,0,0,11,0,21
prot_002729,65,64,85,85,115,70,130,115,129,188,185,228,143,58,38,20,4,0,0,2,0
prot_002730,46,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,3
prot_002731,81,55,111,66,38,18,10,4,0,1,0,5,3,0,1,2,0,2,6,15,15
prot_002732,61,48,71,91,90,63,108,128,80,114,90,71,30,24,8,6,0,0,0,2,0
prot_002733,61,45,90,57,67,16,19,13,5,7,0,0,0,2,5,3,0,0,0,0,0
prot_002734,43,24,36,45,18,7,6,4,1,1,0,2,0,1,1,0,1,3,0,8,0
prot_002735,102,91,151,116,164,76,157,97,66,38,18,6,2,2,6,0,0,0,0,0,0
prot_002736,40,23,15,7,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
prot_002737,42,46,61,61,61,40,72,77,53,45,27,15,5,5,2,0,0,3,0,0,2
prot_002738,106,65,150,141,157,120,207,202,205,283,320,398,355,420,419,402,269,164,80,84,25
prot_002739,54,54,70,80,82,61,104,84,96,131,125,140,108,76,73,49,26,20,8,5,0
prot_002740,151,28,22,8,2,2,1,2,0,1,3,10,2,0,0,0,10,0,15,13,0
prot_002741,62,50,89,76,88,56,134,128,133,169,215,243,232,299,400,464,527,417,312,239,99
prot_002742,91,36,31,12,7,1,0,1,0,1,1,0,1,0,4,0,15,2,0,0,0
prot_002743,115,89,175,126,181,129,239,218,219,314,327,467,439,544,699,992,974,727,869,880,517
prot_002744,33,32,42,32,38,9,11,5,3,1,3,0,0,2,0,0,0,0,0,7,7
prot_002745,105,87,127,116,174,112,197,196,217,227,339,418,370,455,611,714,686,446,350,338,110
prot_002746,54,25,50,13,10,1,5,2,0,0,0,4,0,0,2,1,0,0,2,0,0
